22073.6339	0.6849	0.7244	0.6577	0.5932	0.776	0.6821	0.6849	0.7587
21540.4808	0.6952	0.726	0.6722	0.6235	0.7664	0.6935	0.6952	0.7694
21451.8363	0.7012	0.7613	0.6642	0.5831	0.8185	0.6969	0.7012	0.7822
21228.964	0.7057	0.7733	0.6655	0.579	0.8315	0.7008	0.7057	0.7846
20707.2632	0.7137	0.75	0.6869	0.6378	0.789	0.7119	0.7137	0.7945
20488.3096	0.7196	0.7559	0.6927	0.6456	0.793	0.718	0.7196	0.7994
20443.8973	0.7187	0.7349	0.7048	0.681	0.7562	0.7183	0.7187	0.8016
20746.2865	0.7192	0.7371	0.704	0.6781	0.7599	0.7186	0.7192	0.8
20564.0474	0.7253	0.7703	0.6935	0.6391	0.8109	0.7231	0.7253	0.806
21273.4675	0.7237	0.7558	0.6991	0.6579	0.7889	0.7224	0.7237	0.8049
20748.5528	0.7277	0.7746	0.695	0.6396	0.8152	0.7255	0.7277	0.8085
21076.9622	0.7269	0.7411	0.7145	0.6944	0.7592	0.7266	0.7269	0.8099
21624.6407	0.7235	0.7315	0.7162	0.703	0.7438	0.7233	0.7235	0.8084
22074.7346	0.7227	0.7136	0.7326	0.7408	0.7048	0.7227	0.7227	0.8097
22381.3743	0.7278	0.7365	0.7198	0.7063	0.7492	0.7276	0.7278	0.8113
23356.8855	0.725	0.7253	0.7248	0.7212	0.7289	0.725	0.725	0.8098
23952.5658	0.7294	0.7491	0.7129	0.6869	0.7716	0.7289	0.7294	0.8111
24444.2875	0.732	0.7443	0.721	0.7037	0.76	0.7317	0.732	0.8132
25076.6979	0.7283	0.7255	0.7311	0.7312	0.7253	0.7283	0.7283	0.8133
26370.6673	0.7192	0.6957	0.7487	0.7758	0.6631	0.7184	0.7192	0.8121
27901.4504	0.7253	0.7192	0.7318	0.7361	0.7146	0.7253	0.7253	0.8111
27323.2945	0.7276	0.7215	0.734	0.7382	0.7171	0.7276	0.7276	0.8124
30172.3979	0.7132	0.6827	0.7552	0.7929	0.6342	0.7115	0.7132	0.8111
30867.6622	0.7269	0.7129	0.7425	0.7562	0.6977	0.7267	0.7269	0.8143
32963.2873	0.7185	0.695	0.748	0.7753	0.6622	0.7177	0.7185	0.8111
34452.0793	0.7224	0.7033	0.745	0.7658	0.6793	0.7219	0.7224	0.8124
35875.1552	0.7171	0.6901	0.7523	0.7842	0.6505	0.7159	0.7171	0.8114
35020.6756	0.7238	0.7051	0.7458	0.7658	0.6821	0.7234	0.7238	0.8134
39547.008	0.7156	0.6859	0.7557	0.7916	0.6402	0.7141	0.7156	0.8123
35808.6249	0.7249	0.7096	0.7423	0.7579	0.6922	0.7247	0.7249	0.8125
42887.9356	0.7114	0.6763	0.7626	0.8066	0.6168	0.7089	0.7114	0.8102
39503.6247	0.7196	0.6936	0.753	0.783	0.6566	0.7186	0.7196	0.8134
41545.7408	0.709	0.6723	0.7641	0.811	0.6077	0.7061	0.709	0.811
42202.1018	0.7207	0.6949	0.7538	0.7833	0.6586	0.7197	0.7207	0.8127
48146.7519	0.7176	0.6868	0.7598	0.7963	0.6395	0.716	0.7176	0.8143
52976.8065	0.7029	0.6607	0.7731	0.8293	0.5773	0.6983	0.7029	0.8111
48044.9867	0.721	0.6932	0.7574	0.7892	0.6533	0.7198	0.721	0.814
45986.9862	0.7161	0.6872	0.7547	0.7894	0.6434	0.7147	0.7161	0.811
51767.2892	0.7093	0.6713	0.7677	0.8161	0.6033	0.7061	0.7093	0.8109
61057.998	0.6953	0.6493	0.7802	0.8448	0.547	0.6887	0.6953	0.8107
57111.1374	0.7018	0.6574	0.7791	0.8382	0.5664	0.6964	0.7018	0.8125
58339.8864	0.7011	0.6571	0.7774	0.8366	0.5666	0.6958	0.7011	0.8118
68568.5008	0.6958	0.6489	0.7833	0.8483	0.5444	0.6888	0.6958	0.8112
69262.8467	0.6955	0.6489	0.7821	0.847	0.5451	0.6886	0.6955	0.81
63921.7007	0.7053	0.6637	0.7737	0.828	0.5835	0.7011	0.7053	0.812
64597.1281	0.7044	0.6628	0.773	0.8279	0.5818	0.7	0.7044	0.8106
59363.4073	0.7067	0.6659	0.7728	0.8257	0.5887	0.7027	0.7067	0.8119
59297.5605	0.7097	0.6727	0.7656	0.8126	0.6076	0.7068	0.7097	0.8114
64849.4864	0.6966	0.6509	0.7798	0.8433	0.551	0.6902	0.6966	0.8117
67776.1535	0.7005	0.6559	0.7791	0.8392	0.5629	0.6949	0.7005	0.8121
68349.7502	0.6948	0.6485	0.7807	0.8458	0.545	0.688	0.6948	0.8116
63912.551	0.7007	0.6574	0.7749	0.8335	0.5688	0.6955	0.7007	0.8126
67654.5294	0.7017	0.6592	0.7735	0.8308	0.5736	0.6969	0.7017	0.8121
61750.0714	0.7062	0.6655	0.7718	0.8247	0.5886	0.7022	0.7062	0.8136
74787.0329	0.6938	0.647	0.7819	0.8481	0.5406	0.6866	0.6938	0.8119
77697.0959	0.6977	0.6513	0.7826	0.8459	0.5505	0.6912	0.6977	0.8122
91155.7739	0.6846	0.6356	0.7861	0.86	0.5105	0.675	0.6846	0.8073
69321.0439	0.7097	0.6699	0.7722	0.8224	0.5978	0.7062	0.7097	0.8144
92435.9406	0.6871	0.638	0.7873	0.8597	0.5157	0.6778	0.6871	0.8085
76403.6643	0.6955	0.6486	0.7832	0.8484	0.5437	0.6885	0.6955	0.8137
85290.4532	0.6958	0.6495	0.7813	0.8458	0.5468	0.6891	0.6958	0.811
