18870.4195	0.6943	0.7733	0.6507	0.5497	0.8388	0.6877	0.6943	0.7766
18490.9878	0.7039	0.7448	0.6747	0.6202	0.7875	0.7018	0.7039	0.7835
18135.7367	0.7081	0.7388	0.6844	0.6438	0.7723	0.7069	0.7081	0.7885
17451.5885	0.7271	0.7669	0.6976	0.6524	0.8017	0.7255	0.7271	0.8093
17985.2095	0.7195	0.818	0.6676	0.5646	0.8744	0.7126	0.7195	0.8109
17426.625	0.7313	0.7655	0.7049	0.6669	0.7957	0.7302	0.7313	0.8135
16965.0483	0.7369	0.7533	0.7225	0.7046	0.7693	0.7367	0.7369	0.8204
17134.1786	0.7387	0.8007	0.6979	0.6355	0.8418	0.7359	0.7387	0.8231
17864.5913	0.7351	0.8078	0.6901	0.6168	0.8533	0.7313	0.7351	0.8207
17254.6189	0.7402	0.747	0.7338	0.7264	0.7541	0.7402	0.7402	0.8258
18136.706	0.7276	0.7273	0.7278	0.7281	0.7271	0.7276	0.7276	0.8114
18087.6285	0.7488	0.7825	0.7222	0.6891	0.8085	0.7479	0.7488	0.8296
18160.7955	0.7415	0.7649	0.7218	0.6972	0.7857	0.7409	0.7415	0.8243
18357.4068	0.7397	0.7483	0.7318	0.7225	0.757	0.7397	0.7397	0.8251
18530.3917	0.7479	0.7592	0.7377	0.7263	0.7696	0.7478	0.7479	0.8323
19462.278	0.7469	0.752	0.742	0.7368	0.7571	0.7469	0.7469	0.83
19669.225	0.7481	0.7499	0.7463	0.7444	0.7518	0.7481	0.7481	0.8329
20406.6527	0.7375	0.7206	0.7573	0.7759	0.6991	0.7371	0.7375	0.8289
21821.3474	0.7447	0.781	0.7167	0.68	0.8094	0.7436	0.7447	0.8274
21697.5074	0.7473	0.7584	0.7371	0.7257	0.7688	0.7471	0.7473	0.8304
22546.9928	0.7452	0.7476	0.7428	0.7403	0.7502	0.7452	0.7452	0.8292
23290.9865	0.747	0.7596	0.7355	0.7227	0.7713	0.7468	0.747	0.8292
24751.9786	0.7474	0.7485	0.7463	0.7451	0.7496	0.7474	0.7474	0.8315
25060.9002	0.7406	0.7169	0.7702	0.7953	0.6859	0.7398	0.7406	0.8313
25755.7758	0.7498	0.7609	0.7395	0.7283	0.7712	0.7496	0.7498	0.8311
25921.4666	0.7481	0.7511	0.7452	0.7421	0.7541	0.7481	0.7481	0.8318
30993.89	0.732	0.7029	0.771	0.8038	0.6603	0.7307	0.732	0.8279
29837.4627	0.7494	0.7591	0.7403	0.7305	0.7682	0.7493	0.7494	0.8317
29993.9284	0.7443	0.7351	0.7542	0.7637	0.7248	0.7442	0.7443	0.831
32270.1775	0.7422	0.7223	0.766	0.7869	0.6974	0.7417	0.7422	0.8303
34087.4088	0.735	0.7022	0.7804	0.8159	0.654	0.7332	0.735	0.832
32989.5032	0.7431	0.7245	0.7652	0.7847	0.7016	0.7427	0.7431	0.831
34513.2831	0.7463	0.7325	0.7619	0.776	0.7166	0.7461	0.7463	0.8327
37395.271	0.7358	0.7082	0.7719	0.8022	0.6694	0.7346	0.7358	0.8293
37255.9007	0.7482	0.7425	0.7542	0.76	0.7365	0.7482	0.7482	0.8319
39966.793	0.7441	0.7271	0.7638	0.7815	0.7067	0.7437	0.7441	0.8318
42823.082	0.7351	0.7047	0.7761	0.8093	0.6608	0.7336	0.7351	0.828
40685.3764	0.7461	0.733	0.7609	0.7744	0.7179	0.7459	0.7461	0.8327
39688.045	0.7419	0.7135	0.779	0.8084	0.6754	0.7407	0.7419	0.8324
45242.6301	0.7407	0.7162	0.7714	0.7973	0.6841	0.7399	0.7407	0.8313
45007.769	0.7404	0.7135	0.7752	0.8036	0.6773	0.7394	0.7404	0.8305
50382.3589	0.7265	0.6844	0.7932	0.8403	0.6126	0.7229	0.7265	0.8309
48462.5533	0.7392	0.7119	0.7745	0.8035	0.6748	0.7381	0.7392	0.8317
53437.6215	0.7268	0.6854	0.7921	0.8386	0.6151	0.7234	0.7268	0.8314
60846.3682	0.7238	0.6797	0.7965	0.8464	0.6012	0.7196	0.7238	0.8314
49217.2234	0.7277	0.689	0.7865	0.8302	0.6253	0.7249	0.7277	0.8305
52507.8792	0.7334	0.6983	0.7835	0.8217	0.645	0.7313	0.7334	0.8306
50025.7927	0.7323	0.6931	0.7914	0.8336	0.6309	0.7295	0.7323	0.8333
55259.8525	0.7296	0.6899	0.7902	0.8339	0.6252	0.7266	0.7296	0.8321
56503.9255	0.7261	0.6856	0.7893	0.8353	0.617	0.7228	0.7261	0.8305
53123.0618	0.7405	0.7136	0.7752	0.8036	0.6775	0.7395	0.7405	0.8327
55015.3172	0.7322	0.6959	0.785	0.8248	0.6396	0.7299	0.7322	0.8333
67104.2651	0.7273	0.684	0.7971	0.8448	0.6098	0.7235	0.7273	0.8322
63587.0069	0.7312	0.6956	0.7827	0.8222	0.6401	0.7289	0.7312	0.8317
58819.6654	0.7251	0.6812	0.797	0.8461	0.6041	0.721	0.7251	0.8324
