19446.5951	0.6815	0.7279	0.6508	0.5798	0.7833	0.6782	0.6815	0.7547
18767.1357	0.7029	0.8054	0.6519	0.535	0.8707	0.6942	0.7029	0.7898
17897.4902	0.7168	0.7675	0.6822	0.622	0.8117	0.7142	0.7168	0.7984
18041.4015	0.719	0.7462	0.6972	0.6638	0.7742	0.7181	0.719	0.8011
17345.2425	0.7292	0.7782	0.6948	0.641	0.8174	0.727	0.7292	0.8122
17439.5067	0.7316	0.8021	0.6878	0.6149	0.8483	0.7279	0.7316	0.8165
17389.8783	0.7301	0.7575	0.708	0.677	0.7833	0.7294	0.7301	0.8139
17313.7499	0.7313	0.7748	0.6996	0.652	0.8106	0.7296	0.7313	0.8169
17138.4272	0.7397	0.7711	0.7149	0.6818	0.7976	0.7388	0.7397	0.8235
17369.9681	0.7404	0.7635	0.721	0.6965	0.7842	0.7399	0.7404	0.8233
17446.9543	0.7436	0.7834	0.7137	0.6735	0.8138	0.7424	0.7436	0.8265
17499.89	0.7479	0.7785	0.7233	0.6928	0.8029	0.7471	0.7479	0.8293
17760.1315	0.7485	0.7824	0.7219	0.6885	0.8085	0.7476	0.7485	0.8296
18101.0224	0.7485	0.7704	0.7298	0.7079	0.789	0.748	0.7485	0.8292
18070.7703	0.746	0.7636	0.7305	0.7124	0.7795	0.7457	0.746	0.8304
18792.8794	0.7426	0.7415	0.7437	0.7448	0.7404	0.7426	0.7426	0.8298
18545.7459	0.7495	0.7606	0.7393	0.7281	0.7709	0.7494	0.7495	0.833
19049.2772	0.7476	0.7515	0.7438	0.7398	0.7553	0.7475	0.7476	0.8323
19523.6255	0.7499	0.7483	0.7515	0.7531	0.7467	0.7499	0.7499	0.8339
21630.6647	0.7472	0.7474	0.747	0.7467	0.7476	0.7472	0.7472	0.8323
21651.0501	0.7504	0.75	0.7507	0.751	0.7497	0.7504	0.7504	0.8343
24559.685	0.7276	0.6999	0.7642	0.7968	0.6584	0.7263	0.7276	0.823
23150.1353	0.7468	0.76	0.7348	0.7213	0.7722	0.7466	0.7468	0.8321
25215.1581	0.7397	0.7233	0.7588	0.7765	0.703	0.7394	0.7397	0.8262
28532.3613	0.7271	0.6899	0.7823	0.8249	0.6293	0.7245	0.7271	0.8278
25832.3676	0.7471	0.7531	0.7414	0.7352	0.7589	0.747	0.7471	0.8319
28601.5213	0.7407	0.7177	0.769	0.7934	0.688	0.74	0.7407	0.8309
27971.4959	0.7458	0.7367	0.7555	0.7649	0.7266	0.7457	0.7458	0.8323
33988.0611	0.7333	0.6973	0.7854	0.8245	0.6421	0.731	0.7333	0.8314
30469.2243	0.7486	0.7402	0.7576	0.766	0.7312	0.7485	0.7486	0.8344
33050.3893	0.7353	0.7073	0.7721	0.8029	0.6678	0.7341	0.7353	0.8279
35289.761	0.734	0.7041	0.7742	0.8072	0.6609	0.7326	0.734	0.8278
33580.2455	0.747	0.7327	0.763	0.7775	0.7164	0.7467	0.747	0.8326
34287.755	0.7498	0.7467	0.753	0.7561	0.7435	0.7498	0.7498	0.8321
42201.155	0.7264	0.687	0.7866	0.8315	0.6213	0.7233	0.7264	0.8308
36538.0897	0.7439	0.7284	0.7616	0.7778	0.7099	0.7436	0.7439	0.8301
39682.9898	0.7398	0.7141	0.7726	0.7999	0.6798	0.7389	0.7398	0.8301
